LIBGEO,AN,LOG,TYPE_HABITAT,NOMBRE
Thézan-lès-Béziers,2022,1604,Appartements,265
Tourbes,2022,1056,Appartements,127
La Tour-sur-Orb,2022,914,Appartements,71
Tressan,2022,394,Appartements,28
Le Triadou,2022,280,Appartements,42
Usclas-d'Hérault,2022,222,Appartements,5
Usclas-du-Bosc,2022,145,Appartements,10
La Vacquerie-et-Saint-Martin-de-Castries,2022,187,Appartements,12
Vacquières,2022,518,Appartements,22
Vailhan,2022,119,Appartements,4
Vailhauquès,2022,1116,Appartements,114
Valergues,2022,950,Appartements,120
Valflaunès,2022,388,Appartements,32
Valmascle,2022,33,Appartements,1
Valras-Plage,2022,9296,Appartements,5420
Valros,2022,902,Appartements,156
Vélieux,2022,54,Appartements,0
Vendargues,2022,3431,Appartements,1208
Vendémian,2022,568,Appartements,46
Vendres,2022,2442,Appartements,81
Verreries-de-Moussans,2022,125,Appartements,1
Vias,2022,5879,Appartements,1077
Vic-la-Gardiole,2022,2483,Appartements,247
Vieussan,2022,329,Appartements,7
Villemagne-l'Argentière,2022,298,Appartements,20
Villeneuve-lès-Béziers,2022,2647,Appartements,628
Villeneuve-lès-Maguelone,2022,4574,Appartements,1219
Villeneuvette,2022,64,Appartements,14
Villespassans,2022,144,Appartements,3
Villetelle,2022,743,Appartements,76
Villeveyrac,2022,1804,Appartements,251
Viols-en-Laval,2022,107,Appartements,26
Viols-le-Fort,2022,609,Appartements,72
La Grande-Motte,2022,20767,Appartements,18968
Aigaliers,2021,346,Appartements,26
Aigremont,2021,410,Appartements,20
Aigues-Mortes,2021,5343,Appartements,1516
Aigues-Vives,2021,1614,Appartements,195
Aiguèze,2021,245,Appartements,53
Aimargues,2021,2809,Appartements,460
Alès,2021,25459,Appartements,15977
Allègre-les-Fumades,2021,599,Appartements,51
Alzon,2021,286,Appartements,43
Anduze,2021,2414,Appartements,1103
Les Angles,2021,4987,Appartements,1866
Aramon,2021,2160,Appartements,602
Argilliers,2021,215,Appartements,7
Arpaillargues-et-Aureillac,2021,614,Appartements,35
Arphy,2021,188,Appartements,6
Arre,2021,242,Appartements,51
Arrigas,2021,266,Appartements,14
Aspères,2021,257,Appartements,29
Aubais,2021,1484,Appartements,163
Aubord,2021,1007,Appartements,80
Aubussargues,2021,244,Appartements,5
Aujac,2021,191,Appartements,10
Aujargues,2021,458,Appartements,20
Aulas,2021,405,Appartements,60
Aumessas,2021,338,Appartements,25
Avèze,2021,720,Appartements,201
Bagard,2021,1205,Appartements,79
Bagnols-sur-Cèze,2021,10356,Appartements,5901
Barjac,2021,1139,Appartements,250
Baron,2021,203,Appartements,13
La Bastide-d'Engras,2021,164,Appartements,5
Beaucaire,2021,7858,Appartements,3595
Beauvoisin,2021,2397,Appartements,428
Bellegarde,2021,3509,Appartements,654
Belvézet,2021,237,Appartements,13
Bernis,2021,1530,Appartements,182
Bessèges,2021,2090,Appartements,1183
Bez-et-Esparon,2021,299,Appartements,52
Bezouce,2021,1116,Appartements,176
Blandas,2021,156,Appartements,3
Blauzac,2021,697,Appartements,36
Boisset-et-Gaujac,2021,1213,Appartements,105
Boissières,2021,279,Appartements,8
Bonnevaux,2021,94,Appartements,5
Bordezac,2021,287,Appartements,82
Boucoiran-et-Nozières,2021,487,Appartements,70
Bouillargues,2021,2906,Appartements,480
Bouquet,2021,156,Appartements,1
Bourdic,2021,227,Appartements,18
Bragassargues,2021,97,Appartements,9
Branoux-les-Taillades,2021,856,Appartements,120
Bréau-Mars,2021,520,Appartements,21
Brignon,2021,409,Appartements,48
Brouzet-lès-Quissac,2021,172,Appartements,20
Brouzet-lès-Alès,2021,409,Appartements,42
La Bruguière,2021,257,Appartements,6
Cabrières,2021,783,Appartements,78
La Cadière-et-Cambo,2021,155,Appartements,10
Le Cailar,2021,1255,Appartements,131
Caissargues,2021,1962,Appartements,343
La Calmette,2021,1205,Appartements,192
Calvisson,2021,3426,Appartements,517
Campestre-et-Luc,2021,141,Appartements,8
Canaules-et-Argentières,2021,246,Appartements,9
Cannes-et-Clairan,2021,288,Appartements,22
La Capelle-et-Masmolène,2021,285,Appartements,8
Cardet,2021,498,Appartements,49
Carnas,2021,286,Appartements,8
Carsan,2021,371,Appartements,10
Cassagnoles,2021,229,Appartements,19
Castelnau-Valence,2021,262,Appartements,6
Castillon-du-Gard,2021,935,Appartements,62
Causse-Bégon,2021,18,Appartements,1
Caveirac,2021,2070,Appartements,348
Cavillargues,2021,547,Appartements,84
Cendras,2021,1016,Appartements,457
Chambon,2021,308,Appartements,14
Chamborigaud,2021,698,Appartements,190
Chusclan,2021,524,Appartements,88
Clarensac,2021,1924,Appartements,233
Codognan,2021,1181,Appartements,132
Codolet,2021,337,Appartements,81
Collias,2021,765,Appartements,50
Collorgues,2021,324,Appartements,14
Colognac,2021,225,Appartements,35
Combas,2021,367,Appartements,39
Comps,2021,812,Appartements,68
Concoules,2021,356,Appartements,21
Congénies,2021,823,Appartements,63
Connaux,2021,872,Appartements,109
Conqueyrac,2021,69,Appartements,15
Corbès,2021,111,Appartements,42
Corconne,2021,348,Appartements,15
Cornillon,2021,581,Appartements,97
Courry,2021,242,Appartements,13
Crespian,2021,207,Appartements,12
Cros,2021,250,Appartements,20
Cruviers-Lascours,2021,333,Appartements,25
Deaux,2021,310,Appartements,17
Dions,2021,344,Appartements,33
Domazan,2021,486,Appartements,78
Domessargues,2021,379,Appartements,53
Dourbies,2021,564,Appartements,15
Durfort-et-Saint-Martin-de-Sossenac,2021,537,Appartements,32
Estézargues,2021,279,Appartements,25
L'Estréchure,2021,230,Appartements,39
Euzet,2021,271,Appartements,19
Flaux,2021,245,Appartements,3
Foissac,2021,227,Appartements,13
Fons,2021,689,Appartements,43
Fons-sur-Lussan,2021,199,Appartements,6
Fontanès,2021,340,Appartements,49
Fontarèches,2021,192,Appartements,4
Fournès,2021,529,Appartements,22
Fourques,2021,1393,Appartements,238
Fressac,2021,111,Appartements,11
Gagnières,2021,787,Appartements,312
Gailhan,2021,151,Appartements,14
Gajan,2021,347,Appartements,40
Gallargues-le-Montueux,2021,2026,Appartements,302
Le Garn,2021,183,Appartements,8
Garons,2021,2074,Appartements,392
Garrigues-Sainte-Eulalie,2021,434,Appartements,20
Gaujac,2021,591,Appartements,28
Générac,2021,1948,Appartements,334
Générargues,2021,466,Appartements,97
Génolhac,2021,864,Appartements,199
Goudargues,2021,824,Appartements,151
La Grand-Combe,2021,3083,Appartements,1954
Le Grau-du-Roi,2021,24268,Appartements,21698
Issirac,2021,246,Appartements,16
Jonquières-Saint-Vincent,2021,1702,Appartements,203
Junas,2021,615,Appartements,41
Lamelouze,2021,120,Appartements,8
Langlade,2021,1029,Appartements,65
Lanuéjols,2021,485,Appartements,100
Lasalle,2021,984,Appartements,289
Laudun-l'Ardoise,2021,2835,Appartements,491
Laval-Pradel,2021,671,Appartements,92
Laval-Saint-Roman,2021,154,Appartements,10
Lecques,2021,211,Appartements,14
Lédenon,2021,764,Appartements,61
Lédignan,2021,742,Appartements,127
Lézan,2021,820,Appartements,172
Liouc,2021,165,Appartements,13
Lirac,2021,471,Appartements,40
Logrian-Florian,2021,173,Appartements,7
Lussan,2021,486,Appartements,38
Les Mages,2021,1185,Appartements,94
Malons-et-Elze,2021,206,Appartements,3
Mandagout,2021,381,Appartements,20
Manduel,2021,3126,Appartements,433
Marguerittes,2021,4028,Appartements,563
Martignargues,2021,213,Appartements,5
Le Martinet,2021,618,Appartements,295
Maruéjols-lès-Gardon,2021,140,Appartements,31
Massanes,2021,115,Appartements,13
Massillargues-Attuech,2021,436,Appartements,47
Mauressargues,2021,88,Appartements,10
Méjannes-le-Clap,2021,970,Appartements,42
Méjannes-lès-Alès,2021,588,Appartements,50
Meynes,2021,1213,Appartements,189
Meyrannes,2021,619,Appartements,170
Mialet,2021,663,Appartements,84
Milhaud,2021,2826,Appartements,716
Molières-Cavaillac,2021,542,Appartements,67
Molières-sur-Cèze,2021,1023,Appartements,600
Monoblet,2021,472,Appartements,41
Mons,2021,882,Appartements,47
Montaren-et-Saint-Médiers,2021,847,Appartements,60
Montclus,2021,203,Appartements,25
Montdardier,2021,218,Appartements,31
Monteils,2021,314,Appartements,13
Montfaucon,2021,703,Appartements,61
Montfrin,2021,1668,Appartements,187
Montignargues,2021,257,Appartements,16
Montmirat,2021,198,Appartements,9
Montpezat,2021,646,Appartements,75
Moulézan,2021,327,Appartements,32
Moussac,2021,756,Appartements,67
Mus,2021,691,Appartements,62
Nages-et-Solorgues,2021,943,Appartements,47
Navacelles,2021,199,Appartements,14
Ners,2021,433,Appartements,44
Nîmes,2021,84509,Appartements,58912
Orsan,2021,580,Appartements,25
Orthoux-Sérignac-Quilhan,2021,281,Appartements,21
Parignargues,2021,284,Appartements,20
Peyremale,2021,274,Appartements,7
Peyrolles,2021,39,Appartements,2
Le Pin,2021,253,Appartements,9
Les Plans,2021,141,Appartements,16
Les Plantiers,2021,310,Appartements,87
Pommiers,2021,61,Appartements,1
Pompignan,2021,508,Appartements,47
Ponteils-et-Brésis,2021,335,Appartements,6
Pont-Saint-Esprit,2021,5978,Appartements,2255
Portes,2021,267,Appartements,76
Potelières,2021,216,Appartements,18
Pougnadoresse,2021,157,Appartements,2
Poulx,2021,1871,Appartements,113
Pouzilhac,2021,372,Appartements,32
Puechredon,2021,21,Appartements,3
Pujaut,2021,1941,Appartements,158
Quissac,2021,1765,Appartements,501
Redessan,2021,1791,Appartements,326
Remoulins,2021,1340,Appartements,517
Revens,2021,50,Appartements,1
Ribaute-les-Tavernes,2021,1024,Appartements,93
Rivières,2021,272,Appartements,38
Robiac-Rochessadoule,2021,674,Appartements,226
Rochefort-du-Gard,2021,3553,Appartements,388
Rochegude,2021,213,Appartements,11
Rogues,2021,107,Appartements,7
Roquedur,2021,151,Appartements,8
Roquemaure,2021,2830,Appartements,846
La Roque-sur-Cèze,2021,174,Appartements,9
Rousson,2021,2028,Appartements,147
La Rouvière,2021,341,Appartements,58
Sabran,2021,979,Appartements,42
Saint-Alexandre,2021,616,Appartements,36
Saint-Ambroix,2021,2418,Appartements,982
Sainte-Anastasie,2021,929,Appartements,50
Saint-André-de-Majencoules,2021,626,Appartements,44
Saint-André-de-Roquepertuis,2021,444,Appartements,43
Saint-André-de-Valborgne,2021,587,Appartements,105
Saint-André-d'Olérargues,2021,273,Appartements,12
Saint-Bauzély,2021,287,Appartements,30
Saint-Bénézet,2021,137,Appartements,14
Saint-Bonnet-du-Gard,2021,431,Appartements,40
Saint-Bonnet-de-Salendrinque,2021,73,Appartements,6
Saint-Brès,2021,471,Appartements,35
Saint-Bresson,2021,83,Appartements,9
Sainte-Cécile-d'Andorge,2021,374,Appartements,39
Saint-Césaire-de-Gauzignan,2021,203,Appartements,16
Saint-Chaptes,2021,959,Appartements,165
Saint-Christol-de-Rodières,2021,138,Appartements,11
Saint-Christol-lez-Alès,2021,3455,Appartements,553
Saint-Clément,2021,188,Appartements,15
Saint-Côme-et-Maruéjols,2021,377,Appartements,57
Sainte-Croix-de-Caderle,2021,95,Appartements,15
Saint-Denis,2021,226,Appartements,27
Saint-Dézéry,2021,223,Appartements,21
Saint-Dionisy,2021,477,Appartements,49
Saint-Étienne-de-l'Olm,2021,197,Appartements,5
Saint-Étienne-des-Sorts,2021,326,Appartements,78
Saint-Félix-de-Pallières,2021,197,Appartements,20
Saint-Florent-sur-Auzonnet,2021,842,Appartements,292
Saint-Geniès-de-Comolas,2021,935,Appartements,105
Saint-Geniès-de-Malgoirès,2021,1463,Appartements,344
Saint-Gervais,2021,450,Appartements,33
Saint-Gervasy,2021,855,Appartements,111
Saint-Gilles,2021,6985,Appartements,2250
Saint-Hilaire-de-Brethmas,2021,2269,Appartements,249
Saint-Hilaire-d'Ozilhan,2021,538,Appartements,28
Saint-Hippolyte-de-Caton,2021,146,Appartements,4
Saint-Hippolyte-de-Montaigu,2021,165,Appartements,1
Saint-Hippolyte-du-Fort,2021,2368,Appartements,827
Saint-Jean-de-Ceyrargues,2021,106,Appartements,3
Saint-Jean-de-Crieulon,2021,148,Appartements,15
Saint-Jean-de-Maruéjols-et-Avéjan,2021,696,Appartements,107
Saint-Jean-de-Serres,2021,306,Appartements,31
Saint-Jean-de-Valériscle,2021,435,Appartements,125
Saint-Jean-du-Gard,2021,1860,Appartements,715
Saint-Jean-du-Pin,2021,762,Appartements,78
Saint-Julien-de-Cassagnas,2021,398,Appartements,50
Saint-Julien-de-la-Nef,2021,129,Appartements,19
Saint-Julien-de-Peyrolas,2021,803,Appartements,37
Saint-Julien-les-Rosiers,2021,1633,Appartements,142
Saint-Just-et-Vacquières,2021,177,Appartements,11
Saint-Laurent-d'Aigouze,2021,2067,Appartements,360
Saint-Laurent-de-Carnols,2021,319,Appartements,11
Saint-Laurent-des-Arbres,2021,1388,Appartements,107
Saint-Laurent-la-Vernède,2021,456,Appartements,26
Saint-Laurent-le-Minier,2021,344,Appartements,50
Saint-Mamert-du-Gard,2021,733,Appartements,70
Saint-Marcel-de-Careiret,2021,457,Appartements,9
Saint-Martial,2021,264,Appartements,9
Saint-Martin-de-Valgalgues,2021,2256,Appartements,592
Saint-Maurice-de-Cazevieille,2021,408,Appartements,47
Saint-Maximin,2021,505,Appartements,24
Saint-Michel-d'Euzet,2021,410,Appartements,22
Saint-Nazaire,2021,660,Appartements,213
Saint-Nazaire-des-Gardies,2021,49,Appartements,3
Saint-Paulet-de-Caisson,2021,1026,Appartements,107
Saint-Paul-la-Coste,2021,291,Appartements,17
Saint-Pons-la-Calm,2021,267,Appartements,20
Saint-Privat-de-Champclos,2021,279,Appartements,16
Saint-Privat-des-Vieux,2021,2623,Appartements,296
Saint-Quentin-la-Poterie,2021,1783,Appartements,165
Saint-Roman-de-Codières,2021,196,Appartements,13
Saint-Sauveur-Camprieu,2021,625,Appartements,24
Saint-Sébastien-d'Aigrefeuille,2021,355,Appartements,16
Saint-Siffret,2021,804,Appartements,38
Saint-Théodorit,2021,284,Appartements,27
Saint-Victor-des-Oules,2021,208,Appartements,5
Saint-Victor-la-Coste,2021,1083,Appartements,60
Saint-Victor-de-Malcap,2021,512,Appartements,38
Salazac,2021,160,Appartements,9
Salindres,2021,1864,Appartements,481
Salinelles,2021,303,Appartements,52
Les Salles-du-Gardon,2021,1440,Appartements,612
Sanilhac-Sagriès,2021,536,Appartements,59
Sardan,2021,186,Appartements,13
Saumane,2021,274,Appartements,62
Sauve,2021,1386,Appartements,506
Sauveterre,2021,938,Appartements,83
Sauzet,2021,371,Appartements,26
Savignargues,2021,129,Appartements,6
Saze,2021,1031,Appartements,112
Sénéchas,2021,296,Appartements,10
Sernhac,2021,920,Appartements,130
Servas,2021,125,Appartements,9
Serviers-et-Labaume,2021,343,Appartements,34
Seynes,2021,117,Appartements,12
Sommières,2021,2785,Appartements,1330
Soudorgues,2021,237,Appartements,18
Soustelle,2021,121,Appartements,20
Souvignargues,2021,479,Appartements,27
Sumène,2021,1277,Appartements,364
Tavel,2021,1041,Appartements,158
Tharaux,2021,61,Appartements,3
Théziers,2021,534,Appartements,37
Thoiras,2021,294,Appartements,27
Tornac,2021,573,Appartements,78
Tresques,2021,946,Appartements,80
Trèves,2021,139,Appartements,21
Uchaud,2021,2270,Appartements,467
Uzès,2021,6035,Appartements,3107
Vabres,2021,92,Appartements,3
Vallabrègues,2021,763,Appartements,55
Vallabrix,2021,272,Appartements,13
Vallérargues,2021,99,Appartements,2
Val-d'Aigoual,2021,1909,Appartements,332
Valliguières,2021,340,Appartements,40
Vauvert,2021,5794,Appartements,1940
Vénéjan,2021,636,Appartements,35
Verfeuil,2021,412,Appartements,14
Vergèze,2021,2531,Appartements,508
La Vernarède,2021,383,Appartements,85
Vers-Pont-du-Gard,2021,1063,Appartements,98
Vestric-et-Candiac,2021,591,Appartements,53
Vézénobres,2021,1034,Appartements,143
Vic-le-Fesq,2021,277,Appartements,33
Le Vigan,2021,2711,Appartements,1445
Villeneuve-lès-Avignon,2021,7330,Appartements,2085
Villevieille,2021,968,Appartements,82
Vissec,2021,67,Appartements,8
Montagnac,2021,106,Appartements,8
Saint-Paul-les-Fonts,2021,455,Appartements,41
Rodilhan,2021,1381,Appartements,309
Abeilhan,2021,904,Appartements,72
Adissan,2021,694,Appartements,37
Agde,2021,49984,Appartements,35483
Agel,2021,185,Appartements,13
Agonès,2021,158,Appartements,6
Aigne,2021,223,Appartements,10
Aigues-Vives,2021,356,Appartements,8
Les Aires,2021,411,Appartements,39
Alignan-du-Vent,2021,982,Appartements,41
Aniane,2021,1596,Appartements,314
Arboras,2021,81,Appartements,10
Argelliers,2021,513,Appartements,42
Aspiran,2021,903,Appartements,99
Assas,2021,722,Appartements,61
Assignan,2021,168,Appartements,7
Aumelas,2021,315,Appartements,30
Aumes,2021,301,Appartements,21
Autignac,2021,614,Appartements,53
Avène,2021,599,Appartements,227
Azillanet,2021,320,Appartements,4
Babeau-Bouldoux,2021,247,Appartements,8
Baillargues,2021,3717,Appartements,1185
Balaruc-les-Bains,2021,7657,Appartements,5211
Balaruc-le-Vieux,2021,1344,Appartements,256
Bassan,2021,1178,Appartements,124
Beaufort,2021,182,Appartements,13
Beaulieu,2021,1011,Appartements,176
Bédarieux,2021,4139,Appartements,2022
Bélarga,2021,348,Appartements,26
Berlou,2021,200,Appartements,10
Bessan,2021,3122,Appartements,571
Béziers,2021,47769,Appartements,30107
Boisseron,2021,935,Appartements,111
Boisset,2021,42,Appartements,1
La Boissière,2021,502,Appartements,21
Le Bosc,2021,777,Appartements,65
Boujan-sur-Libron,2021,1791,Appartements,510
Le Bousquet-d'Orb,2021,1128,Appartements,350
Bouzigues,2021,1056,Appartements,214
Brenas,2021,52,Appartements,2
Brignac,2021,403,Appartements,27
Brissac,2021,463,Appartements,23
Buzignargues,2021,170,Appartements,20
Cabrerolles,2021,291,Appartements,17
Cabrières,2021,348,Appartements,26
Cambon-et-Salvergues,2021,152,Appartements,10
Campagnan,2021,370,Appartements,41
Campagne,2021,147,Appartements,17
Camplong,2021,225,Appartements,24
Candillargues,2021,874,Appartements,181
Canet,2021,1597,Appartements,147
Capestang,2021,1881,Appartements,275
Carlencas-et-Levas,2021,72,Appartements,1
Cassagnoles,2021,108,Appartements,4
Castanet-le-Haut,2021,243,Appartements,13
Castelnau-de-Guers,2021,948,Appartements,51
Castelnau-le-Lez,2021,13463,Appartements,7998
Castries,2021,3230,Appartements,747
La Caunette,2021,274,Appartements,34
Causse-de-la-Selle,2021,273,Appartements,6
Causses-et-Veyran,2021,456,Appartements,29
Caussiniojouls,2021,117,Appartements,6
Caux,2021,1532,Appartements,139
Le Caylar,2021,369,Appartements,57
Cazedarnes,2021,354,Appartements,14
Cazevieille,2021,116,Appartements,7
Cazilhac,2021,850,Appartements,101
Cazouls-d'Hérault,2021,264,Appartements,22
Cazouls-lès-Béziers,2021,2604,Appartements,367
Cébazan,2021,362,Appartements,13
Ceilhes-et-Rocozels,2021,379,Appartements,75
Celles,2021,18,Appartements,4
Cers,2021,1229,Appartements,126
Cessenon-sur-Orb,2021,1491,Appartements,157
Cesseras,2021,355,Appartements,36
Ceyras,2021,668,Appartements,67
Clapiers,2021,2586,Appartements,693
Claret,2021,771,Appartements,59
Clermont-l'Hérault,2021,5192,Appartements,2661
Colombières-sur-Orb,2021,364,Appartements,35
Colombiers,2021,1508,Appartements,283
Combaillaux,2021,786,Appartements,65
Combes,2021,208,Appartements,16
Corneilhan,2021,864,Appartements,86
Coulobres,2021,189,Appartements,3
Courniou,2021,533,Appartements,33
Cournonsec,2021,1424,Appartements,245
Cournonterral,2021,3146,Appartements,748
Creissan,2021,719,Appartements,63
Le Crès,2021,4379,Appartements,1401
Le Cros,2021,70,Appartements,2
Cruzy,2021,661,Appartements,33
Dio-et-Valquières,2021,170,Appartements,12
Espondeilhan,2021,584,Appartements,51
Fabrègues,2021,3698,Appartements,924
Faugères,2021,417,Appartements,17
Félines-Minervois,2021,380,Appartements,11
Ferrals-les-Montagnes,2021,196,Appartements,1
Ferrières-les-Verreries,2021,46,Appartements,2
Ferrières-Poussarou,2021,69,Appartements,2
Florensac,2021,2778,Appartements,370
Fontanès,2021,158,Appartements,8
Fontès,2021,632,Appartements,63
Fos,2021,87,Appartements,7
Fouzilhon,2021,149,Appartements,8
Fozières,2021,126,Appartements,7
Fraisse-sur-Agout,2021,424,Appartements,43
Frontignan,2021,14278,Appartements,6309
Gabian,2021,588,Appartements,58
Galargues,2021,353,Appartements,22
Ganges,2021,2677,Appartements,1723
Garrigues,2021,107,Appartements,10
Gigean,2021,2919,Appartements,789
Gignac,2021,3084,Appartements,825
Gorniès,2021,156,Appartements,9
Grabels,2021,4613,Appartements,2372
Graissessac,2021,638,Appartements,277
